snapshot_date,counting_datetime,count_type,facility_id,location_id,ndc11,product_ndc,gtin14,rxcui_scd,drug_name,dosage_form_name,route_name,pharm_classes,lot_number,expiration_date,qty_on_hand,base_unit,qty_on_order,par_level,reorder_point,safety_stock,avg_daily_usage_30d,days_on_hand,abc_class,is_controlled,dea_schedule,is_high_alert,shortage_status,shortage_reason,unit_cost,extended_value,last_count_variance,is_stockout
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,10555101530,10555-1015,00310555101535,1841469,Famotidine 20 MG/2ML,INJECTION,INTRAVENOUS,H2 Antagonist,L122028,2028-02-18,40,EA,0,58,16,9,2.42,16.56,B,0,,0,Available,,1.95,78.0,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,10592101630,10592-1016,00310592101632,1774912,Albuterol 2.5 MG/3ML,INHALATION SOLUTION,RESPIRATORY,Beta2 Agonist,L773744,2027-11-02,49,EA,0,67,16,9,2.31,21.21,C,0,,0,Available,,0.55,26.95,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,10629101730,10629-1017,00310629101739,1552729,Potassium Chloride 10 MEQ,"INJECTION, SOLUTION",INTRAVENOUS,Electrolyte,L530766,2027-11-24,29,EA,0,60,15,8,2.21,13.15,B,0,,1,Available,,3.4,98.6,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,10666101830,10666-1018,00310666101836,1178750,Atorvastatin 40 MG,TABLET,ORAL,Statin,L424602,2027-05-13,36,EA,0,51,14,8,2.1,17.14,C,0,,0,Available,,0.09,3.24,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,10703101930,10703-1019,00310703101933,930230,Lisinopril 10 MG,TABLET,ORAL,ACE Inhibitor,L644054,2027-03-10,23,EA,0,38,13,7,1.99,11.53,C,0,,0,Available,,0.05,1.15,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,10740102030,10740-1020,00310740102030,1340561,Aspirin 81 MG,"TABLET, DELAYED RELEASE",ORAL,Antiplatelet,L877205,2029-01-15,27,EA,0,38,13,7,1.89,14.29,C,0,,0,Available,,0.02,0.54,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,10777102130,10777-1021,00310777102137,794629,Apixaban 5 MG,TABLET,ORAL,Direct Oral Anticoagulant,L643874,2027-02-13,17,EA,0,34,11,6,1.68,10.12,B,0,,1,Available,,7.9,134.3,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,10814102230,10814-1022,00310814102234,1102306,Norepinephrine 4 MG/4ML,"INJECTION, SOLUTION",INTRAVENOUS,Vasopressor,L770354,2026-11-14,14,EA,0,31,11,6,1.58,8.89,A,0,,1,Available,,14.6,204.4,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,10851102330,10851-1023,00310851102331,357634,Propofol 10 MG/ML,"INJECTION, EMULSION",INTRAVENOUS,General Anesthetic,L877009,2028-07-03,8,EA,16,26,10,5,1.47,5.44,B,0,,1,Available,,9.8,78.4,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,10888102430,10888-1024,00310888102438,682813,Dexmedetomidine 200 MCG/2ML,"INJECTION, SOLUTION",INTRAVENOUS,Alpha2 Agonist,L619887,2027-02-12,10,EA,0,23,8,5,1.26,7.94,A,0,,1,Available,,22.5,225.0,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,10925102530,10925-1025,00310925102535,1344352,Fentanyl Citrate 100 MCG/2ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L501014,2027-12-11,62,EA,0,71,17,10,2.52,24.6,C,1,CII,1,Currently in Shortage,Discontinuation of the manufacture of the drug,1.3,80.6,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,10962102630,10962-1026,00310962102632,1439367,Hydromorphone 1 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L772248,2027-01-08,17,EA,0,39,12,7,1.78,9.52,C,1,CII,1,Available,,2.6,44.2,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,10999102730,10999-1027,00310999102739,296745,Morphine Sulfate 4 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L951637,2029-01-13,19,EA,0,37,11,6,1.68,11.31,C,1,CII,1,Available,,2.2,41.8,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,11036102830,11036-1028,00311036102836,551924,Oxycodone 5 MG,TABLET,ORAL,Opioid Analgesic,L578855,2027-02-07,47,EA,0,51,11,6,1.58,29.84,C,1,CII,1,Available,,0.18,8.46,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,11073102930,11073-1029,00311073102933,1776468,Hydrocodone-Acetaminophen 5-325 MG,TABLET,ORAL,Opioid Combination,L899134,2028-01-12,24,EA,0,28,9,5,1.37,17.58,C,1,CII,1,Available,,0.22,5.28,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,11110103030,11110-1030,00311110103030,595794,Methadone 10 MG,TABLET,ORAL,Opioid Analgesic,L196505,2027-07-27,10,EA,0,16,3,2,0.53,19.05,C,1,CII,1,Available,,0.3,3.0,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,11147103130,11147-1031,00311147103137,1805098,Ketamine 500 MG/10ML,"INJECTION, SOLUTION",INTRAVENOUS,General Anesthetic,L218634,2027-02-20,11,EA,0,21,5,2,0.73,14.97,B,1,CIII,1,Available,,8.4,92.4,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,11184103230,11184-1032,00311184103234,647859,Buprenorphine 0.3 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Partial Opioid Agonist,L990161,2028-07-16,8,EA,0,11,2,1,0.42,19.05,C,1,CIII,1,Available,,6.2,49.6,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,11221103330,11221-1033,00311221103331,389776,Midazolam 2 MG/2ML,"INJECTION, SOLUTION",INTRAVENOUS,Benzodiazepine,L710415,2027-03-06,26,EA,0,40,11,6,1.58,16.51,C,1,CIV,1,Available,,2.8,72.8,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,11258103430,11258-1034,00311258103438,553043,Lorazepam 2 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Benzodiazepine,L252092,2028-07-28,30,EA,0,39,10,5,1.47,20.41,C,1,CIV,1,Available,,3.1,93.0,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,11295103530,11295-1035,00311295103535,1282167,Diazepam 5 MG,TABLET,ORAL,Benzodiazepine,L159283,2027-10-14,10,EA,0,12,4,2,0.63,15.87,C,1,CIV,0,Available,,0.11,1.1,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,11332103630,11332-1036,00311332103632,1343983,Alprazolam 0.5 MG,TABLET,ORAL,Benzodiazepine,L622372,2027-12-08,9,EA,0,16,3,2,0.53,17.14,C,1,CIV,0,Available,,0.08,0.72,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,11369103730,11369-1037,00311369103739,1167174,Phenobarbital 65 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Barbiturate,L167828,2028-09-29,7,EA,0,9,2,1,0.4,17.5,999,1,CIV,0,Available,,4.9,34.3,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,11406103830,11406-1038,00311406103836,622063,Tramadol 50 MG,TABLET,ORAL,Opioid Analgesic,L910819,2027-05-22,27,EA,0,30,6,3,0.95,28.57,C,1,CIV,0,Available,,0.14,3.78,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-PHARM-MAIN,11443103930,11443-1039,00311443103933,1028946,Pregabalin 75 MG,CAPSULE,ORAL,Anticonvulsant,L751222,2026-12-31,9,EA,0,14,4,2,0.63,14.29,C,1,CV,0,Available,,0.35,3.15,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,10000100030,10000-1000,00310000100030,1799706,Sodium Chloride 0.9%,"INJECTION, SOLUTION",INTRAVENOUS,Electrolyte,L797116,2028-11-04,67,EA,0,82,18,10,2.62,25.52,A,0,,0,Available,,1.85,123.95,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,10148100430,10148-1004,00310148100438,516040,Heparin Sodium 5000 UNT/ML,"INJECTION, SOLUTION",SUBCUTANEOUS,Anticoagulant,L881260,2028-05-20,25,EA,0,37,9,5,1.31,19.05,B,0,,1,Available,,2.1,52.5,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,10185100530,10185-1005,00310185100535,651033,Enoxaparin 40 MG/0.4ML,"INJECTION, SOLUTION",SUBCUTANEOUS,LMW Heparin,L888645,2028-10-18,17,EA,0,26,8,4,1.21,14.08,A,0,,1,Available,,8.75,148.75,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,10407101130,10407-1011,00310407101137,371466,Metoprolol Tartrate 5 MG/5ML,INJECTION,INTRAVENOUS,Beta Blocker,L711783,2026-11-26,17,EA,0,20,5,3,0.79,21.59,B,0,,0,Available,,2.95,50.15,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,10592101630,10592-1016,00310592101632,1774912,Albuterol 2.5 MG/3ML,INHALATION SOLUTION,RESPIRATORY,Beta2 Agonist,L991402,2027-05-25,12,EA,0,15,4,2,0.58,20.78,C,0,,0,Available,,0.55,6.6,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,10740102030,10740-1020,00310740102030,1340561,Aspirin 81 MG,"TABLET, DELAYED RELEASE",ORAL,Antiplatelet,L453362,2027-10-22,6,EA,0,11,3,1,0.47,12.7,C,0,,0,Available,,0.02 mg,0.12,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,10777102130,10777-1021,00310777102137,794629,Apixaban 5 MG,TABLET,ORAL,Direct Oral Anticoagulant,L271875,2027-11-15,10,EA,0,11,2,1,0.42,23.81,B,0,,1,Available,,7.9,79.0,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,10962102630,10962-1026,00310962102632,1439367,Hydromorphone 1 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L364498,2027-01-31,5,EA,0,8,3,1,0.45,11.2,C,1,CII,1,Available,,2.6,13.0,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,10999102730,10999-1027,00310999102739,296745,Morphine Sulfate 4 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L632541,2028-10-14,9,EA,0,12,2,1,0.42,21.43,C,1,CII,1,Available,,2.2,19.8,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,11036102830,11036-1028,00311036102836,551924,Oxycodone 5 MG,TABLET,ORAL,Opioid Analgesic,L926506,2028-06-27,7,EA,0,10,2,1,0.4,17.5,C,1,CII,1,Available,,0.18,1.26,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,11110103030,11110-1030,00311110103030,595794,Methadone 10 MG,TABLET,ORAL,Opioid Analgesic,L667087,2028-04-10,8,EA,0,9,2,1,0.4,20.0,C,1,CII,1,Available,,0.3,2.4,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,11221103330,11221-1033,00311221103331,389776,Midazolam 2 MG/2ML,"INJECTION, SOLUTION",INTRAVENOUS,Benzodiazepine,L495375,2028-03-23,7,EA,0,12,2,1,0.4,17.5,C,1,CIV,1,Available,,2.8,19.6,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,11258103430,11258-1034,00311258103438,553043,Lorazepam 2 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Benzodiazepine,L459912,2027-06-21,11,EA,0,12,2,1,0.4,27.5,C,1,CIV,1,Available,,3.1,34.1,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,11295103530,11295-1035,00311295103535,1282167,Diazepam 5 MG,TABLET,ORAL,Benzodiazepine,L468278,2027-10-11,7,EA,0,8,2,1,0.4,17.5,C,1,CIV,0,Available,,0.11,0.77,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,11332103630,11332-1036,00311332103632,1343983,Alprazolam 0.5 MG,TABLET,ORAL,Benzodiazepine,L122699,2027-06-25,6,EA,0,10,2,1,0.4,15.0,C,1,CIV,0,Available,,0.08,0.48,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,11369103730,11369-1037,00311369103739,1167174,Phenobarbital 65 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Barbiturate,L489713,2027-12-27,7,EA,0,9,2,1,0.4,17.5,C,1,CIV,0,Available,,4.9,34.3,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-ED,11443103930,11443-1039,00311443103933,1028946,Pregabalin 75 MG,CAPSULE,ORAL,Anticonvulsant,L550524,2027-04-28,8,EA,0,9,2,1,0.4,20.0,C,1,CV,0,Available,,0.35,2.8,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-MICU,10074100230,10074-1002,00310074100234,328689,Ondansetron 4 MG/2ML,INJECTION,INTRAVENOUS,5-HT3 Antagonist,L175037,2027-04-23,25,EA,0,33,11,6,1.63,15.36,B,0,,0,Available,,1.4,35.0,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-MICU,10148100430,10148-1004,00310148100438,516040,Heparin Sodium 5000 UNT/ML,"INJECTION, SOLUTION",SUBCUTANEOUS,Anticoagulant,L455592,2026-11-22,16,EA,0,29,9,5,1.31,12.19,B,0,,1,Available,,2.1,33.6,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-MICU,10185100530,10185-1005,00310185100535,651033,Enoxaparin 40 MG/0.4ML,"INJECTION, SOLUTION",SUBCUTANEOUS,LMW Heparin,L922761,2028-03-08,19 mg,EA,0,25,8,4,1.21,15.73,A,0,,1,Available,,8.75,166.25,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-MICU,10222100630,10222-1006,00310222100632,1169034,Cefazolin 1 G,"INJECTION, POWDER",INTRAVENOUS,Cephalosporin,L566562,2027-10-07,25,EA,0,34,8,4,1.16,21.65,A,0,,0,Available,,4.6,115.0,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-MICU,10259100730,10259-1007,00310259100739,1467420,Piperacillin-Tazobactam 3.375 G,"INJECTION, POWDER",INTRAVENOUS,Beta-Lactam Combination,L103032,2028-07-17,12,EA,0,22,7,4,1.05,11.43,A,0,,0,Available,,9.2,110.4,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-MICU,10370101030,10370-1010,00310370101030,1517022,Furosemide 40 MG,TABLET,ORAL,Loop Diuretic,L926657,2028-05-06,17,EA,0,29,6,3,0.89,19.05,C,0,,0,Available,,0.06,1.02,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-MICU,10444101230,10444-1012,00310444101234,1375608,Insulin Aspart 100 UNT/ML,"INJECTION, SOLUTION",SUBCUTANEOUS,Insulin,L874123,2027-03-28,9,EA,0,15,5,3,0.76,11.82,A,0,,1,Available,,26.4,237.6,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-MICU,10518101430,10518-1014,00310518101438,1889799,Methylprednisolone 125 MG,"INJECTION, POWDER",INTRAVENOUS,Corticosteroid,L530567,2029-01-09,9,EA,0,16,4,2,0.66,13.71,A,0,,0,Available,,11.3,101.7,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-MICU,10592101630,10592-1016,00310592101632,1774912,Albuterol 2.5 MG/3ML,INHALATION SOLUTION,RESPIRATORY,Beta2 Agonist,L346898,2027-01-23,8,EA,0,13,4,2,0.58,13.85,C,0,,0,Available,,0.55,4.4,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-MICU,10666101830,10666-1018,00310666101836,1178750,Atorvastatin 40 MG,TABLET,ORAL,Statin,L596568,2027-02-08,6,EA,0,10,3,2,0.53,11.43,C,0,,0,Available,,0.09,0.54,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-MICU,11036102830,11036-1028,00311036102836,551924,Oxycodone 5 MG,TABLET,ORAL,Opioid Analgesic,L195671,2027-03-28,6,EA,0,10,2,1,0.4,15.0,C,1,CII,1,Available,,0.18,1.08,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-MICU,11147103130,11147-1031,00311147103137,1805098,Ketamine 500 MG/10ML,"INJECTION, SOLUTION",INTRAVENOUS,General Anesthetic,L701000,2027-09-10,5,EA,0,7,2,1,0.4,12.5,B,1,CIII,1,Available,,8.4,42.0,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-MICU,11258103430,11258-1034,00311258103438,553043,Lorazepam 2 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Benzodiazepine,L695134,2028-07-04,11,EA,0,12,2,1,0.4,27.5,C,1,CIV,1,Available,,3.1,34.1,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-MICU,11369103730,11369-1037,00311369103739,1167174,Phenobarbital 65 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Barbiturate,L880734,2027-04-12,6,EA,0,9,2,1,0.4,15.0,C,1,CIV,0,Available,,4.9,29.4,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-MICU,11406103830,11406-1038,00311406103836,622063,Tramadol 50 MG,TABLET,ORAL,Opioid Analgesic,L414925,2028-02-21,8,EA,0,11,2,1,0.4,20.0,C,1,CIV,0,Available,,0.14,1.12,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-MICU,11443103930,11443-1039,00311443103933,1028946,Pregabalin 75 MG,CAPSULE,ORAL,Anticonvulsant,L803188,2027-12-31,5,EA,0,8,2,1,0.4,12.5,C,1,CV,0,Available,,0.35,1.75,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-SICU,10037100130,10037-1001,00310037100137,721063,Acetaminophen 325 MG,TABLET,ORAL,Analgesic,L422818,2027-01-09,49,EA,0,66,15,8,2.23,21.96,C,0,,0,Available,,0.04,1.96,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-SICU,10074100230,10074-1002,00310074100234,328689,Ondansetron 4 MG/2ML,INJECTION,INTRAVENOUS,5-HT3 Antagonist,L518442,2026-10-09,26,EA,0,43,11,6,1.63,15.98,B,0,,0,Available,,1.4,36.4,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-SICU,10185100530,10185-1005,00310185100535,651033,Enoxaparin 40 MG/0.4ML,"INJECTION, SOLUTION",SUBCUTANEOUS,LMW Heparin,L594424,2027-05-01,18,EA,0,38,8,4,1.21,14.91,A,0,,1,Available,,8.75,157.5,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-SICU,10370101030,10370-1010,00310370101030,1517022,Furosemide 40 MG,TABLET,ORAL,Loop Diuretic,L535318,2027-09-15,10,EA,0,23,6,3,0.89,11.2,C,0,,0,Available,,0.06,0.6,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-SICU,10407101130,10407-1011,00310407101137,371466,Metoprolol Tartrate 5 MG/5ML,INJECTION,INTRAVENOUS,Beta Blocker,L226899,2027-05-02,12,EA,0,23,5,3,0.79,15.24,B,0,,0,Available,,2.95,35.4,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-SICU,10518101430,10518-1014,00310518101438,1889799,Methylprednisolone 125 MG,"INJECTION, POWDER",INTRAVENOUS,Corticosteroid,L946452,2028-09-23,11,EA,0,18,4,2,0.66,16.76,A,0,,0,Available,,11.3,124.3,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-SICU,10555101530,10555-1015,00310555101535,1841469,Famotidine 20 MG/2ML,INJECTION,INTRAVENOUS,H2 Antagonist,L182030,2027-02-16,7,EA,0,13,4,2,0.6,11.59,B,0,,0,Available,,1.95,13.65,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-SICU,10629101730,10629-1017,00310629101739,1552729,Potassium Chloride 10 MEQ,"INJECTION, SOLUTION",INTRAVENOUS,Electrolyte,L970109,2027-06-18,9,EA,0,12,3,2,0.55,16.33,B,0,,1,Available,,3.4,30.6,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-SICU,10666101830,10666-1018,00310666101836,1178750,Atorvastatin 40 MG,TABLET,ORAL,Statin,L636932,2027-09-25,7,EA,0,10,3,2,0.53,13.33,C,0,,0,Available,,0.09,0.63,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-SICU,10814102230,10814-1022,00310814102234,1102306,Norepinephrine 4 MG/4ML,"INJECTION, SOLUTION",INTRAVENOUS,Vasopressor,L639155,2028-06-29,7,EA,0,10,2,1,0.4,17.5,A,0,,1,Available,,14.6,102.2,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-SICU,10851102330,10851-1023,00310851102331,357634,Propofol 10 MG/ML,"INJECTION, EMULSION",INTRAVENOUS,General Anesthetic,L314868,2028-12-03,4,EA,0,8,2,1,0.4,10.0,B,0,,1,Available,,9.8,39.2,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330101,330101-ADC-SICU,10888102430,10888-1024,00310888102438,682813,Dexmedetomidine 200 MCG/2ML,"INJECTION, SOLUTION",INTRAVENOUS,Alpha2 Agonist,L705858,2027-02-05,5,EA,0,8,2,1,0.4,12.5,A,0,,1,Available,,22.5,112.5,2,0
